alias,categories,coordinates.latitude,coordinates.longitude,display_phone,distance,id,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
chipotle-mexican-grill-brooklyn-16,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.63209,-73.94784,(718) 434-2315,17131.9026341,NjUWKAhO0JG7z7Xr-QCS_A,https://s3-media2.fl.yelpcdn.com/bphoto/k_oKFCqRfZUVuOsVFx_RwA/o.jpg,False,2166 Nostrand Ave,,,Brooklyn,US,"[2166 Nostrand Ave, Brooklyn, NY 11210]",NY,11210,Chipotle Mexican Grill,17184342315.0,$$,2.5,29,[],https://www.yelp.com/biz/chipotle-mexican-grill-brooklyn-16?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
kfc-brooklyn-9,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}, {u'alias': u'chickenshop', u'title': u'Chicken Shop'}]",40.6177,-74.0292,(718) 238-3260,10124.1797678,3Drj1BirlcXiT_mh2M9rwQ,https://s3-media1.fl.yelpcdn.com/bphoto/sQTEAHTydsIFs3Z0fSsXtA/o.jpg,False,9201 5th Ave,,,Brooklyn,US,"[9201 5th Ave, Brooklyn, NY 11209]",NY,11209,KFC,17182383260.0,$$,2.0,33,[restaurant_reservation],https://www.yelp.com/biz/kfc-brooklyn-9?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
taco-bell-roselle,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'tex-mex', u'title': u'Tex-Mex'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.639175,-74.263158,(908) 245-4490,11912.0354907,hU6YHt3dKPOcAlsCbko0Tg,https://s3-media4.fl.yelpcdn.com/bphoto/1anXi7OqUTDUQQ5xyzNHDg/o.jpg,False,133 Saint Georges Ave,,,Roselle,US,"[133 Saint Georges Ave, Roselle, NJ 07203]",NJ,7203,Taco Bell,19082454490.0,$$,2.0,15,[],https://www.yelp.com/biz/taco-bell-roselle?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
subsational-brooklyn-2,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'kosher', u'title': u'Kosher'}]",40.6103499,-73.9626399,(718) 998-4545,15328.5856109,W_R_AwTr24xiqKvp8P9FWQ,https://s3-media4.fl.yelpcdn.com/bphoto/SFi6QmiTMRvTpjRod0Whrg/o.jpg,False,1928 Coney Island Ave,,,Brooklyn,US,"[1928 Coney Island Ave, Brooklyn, NY 11230]",NY,11230,Subsational,17189984545.0,$$,3.0,54,[],https://www.yelp.com/biz/subsational-brooklyn-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
toné-café-georgian-bread-brooklyn,"[{u'alias': u'bakeries', u'title': u'Bakeries'}, {u'alias': u'breakfast_brunch', u'title': u'Breakfast & Brunch'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.5815,-73.96329,(718) 332-8082,15033.6208771,Op5Iq3h6xKDXcDdzRHgrsg,https://s3-media2.fl.yelpcdn.com/bphoto/1HEGawew3Gq-kIQymM2pqQ/o.jpg,False,265 Neptune Ave,,,Brooklyn,US,"[265 Neptune Ave, Brooklyn, NY 11235]",NY,11235,TONÉ-CAFÉ Georgian Bread,17183328082.0,$$,4.0,180,"[delivery, pickup]",https://www.yelp.com/biz/ton%C3%A9-caf%C3%A9-georgian-bread-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
burger-king-brooklyn-25,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'food', u'title': u'Food'}]",40.6645514794,-73.9574157567,(347) 272-1804,17845.4673602,AvZwAxrcHpR7y7JdI-kLHA,,False,1727 Bedford Ave,,,Brooklyn,US,"[1727 Bedford Ave, Brooklyn, NY 11225]",NY,11225,Burger King,13472721804.0,$$,2.5,4,[delivery],https://www.yelp.com/biz/burger-king-brooklyn-25?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-clark,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.632769,-74.305261,(732) 381-0527,14820.9616923,DE9qC79ggxp-sx9UW5_cXw,https://s3-media4.fl.yelpcdn.com/bphoto/68FtBzE9KykwAYMTNUuVPQ/o.jpg,False,1255 Raritan Rd,Ste 410,,Clark,US,"[1255 Raritan Rd, Ste 410, Clark, NJ 07066]",NJ,7066,Chipotle Mexican Grill,17323810527.0,$$,2.5,40,[],https://www.yelp.com/biz/chipotle-mexican-grill-clark?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
baguette-express-brooklyn,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'kosher', u'title': u'Kosher'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",40.62477,-73.96213,(718) 872-7222,15745.2864298,wdUhcYckv1FPVCq2-MgUjg,https://s3-media1.fl.yelpcdn.com/bphoto/2QOHIZP7caQLve5Gj_a32Q/o.jpg,False,1013 E 14th St,,,Brooklyn,US,"[1013 E 14th St, Brooklyn, NY 11230]",NY,11230,Baguette Express,17188727222.0,$$,4.0,12,"[delivery, pickup]",https://www.yelp.com/biz/baguette-express-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
burger-king-woodbridge-township,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.5773907887,-74.293818737,(732) 855-9805,12915.2267416,ABLn1GvY7q46y7HrhrkXGA,https://s3-media2.fl.yelpcdn.com/bphoto/sWW-_MkKzPh3s5iTnnfhDg/o.jpg,False,1140 St Georges Ave,,,Woodbridge Township,US,"[1140 St Georges Ave, Woodbridge Township, NJ 07001]",NJ,7001,Burger King,17328559805.0,$$,4.5,6,[],https://www.yelp.com/biz/burger-king-woodbridge-township?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-brooklyn-13,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6711425781,-73.9776611328,(347) 725-4450,16787.7850302,USk5b0u7mIDkLbOGLfkPlQ,https://s3-media2.fl.yelpcdn.com/bphoto/Dlc5S4KK1bP1aw23u_cbdw/o.jpg,False,185 7th Ave,,,Brooklyn,US,"[185 7th Ave, Brooklyn, NY 11215]",NY,11215,Chipotle Mexican Grill,13477254450.0,$$,2.5,20,[],https://www.yelp.com/biz/chipotle-mexican-grill-brooklyn-13?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
popeyes-louisiana-kitchen-brooklyn-11,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",40.66321,-73.9612325,(718) 284-9303,17491.8775472,ygknHJ77-JJCoBN__3rh9A,https://s3-media3.fl.yelpcdn.com/bphoto/JY_5A5Tb1EPpyXl923zanQ/o.jpg,False,40 Empire Blvd,,,Brooklyn,US,"[40 Empire Blvd, Brooklyn, NY 11225]",NY,11225,Popeyes Louisiana Kitchen,17182849303.0,$$,3.5,11,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-brooklyn-11?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
city-subs-brooklyn,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'delis', u'title': u'Delis'}]",40.680576,-73.977875,(718) 636-1777,17396.2324676,GbpReAU7lIuBnHX8TT5Bww,https://s3-media3.fl.yelpcdn.com/bphoto/X7HQEmgi3s2HEOAEqvAyog/o.jpg,False,82 5th Ave,,,Brooklyn,US,"[82 5th Ave, Brooklyn, NY 11217]",NY,11217,City Subs,17186361777.0,$$,3.5,82,"[delivery, pickup, restaurant_reservation]",https://www.yelp.com/biz/city-subs-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
bonsignour-new-york,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'bakeries', u'title': u'Bakeries'}]",40.73832,-74.00436,(212) 229-9700,20571.7831623,XSoFi1TZ5fUznmDstJNuaw,https://s3-media1.fl.yelpcdn.com/bphoto/31nL2KZR5XTHtPuR7t-0Lg/o.jpg,False,35 Jane St,,,New York,US,"[35 Jane St, New York, NY 10014]",NY,10014,Bonsignour,12122299700.0,$$,4.0,74,[],https://www.yelp.com/biz/bonsignour-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
dimples-bombaytalk-iselin-2,"[{u'alias': u'indpak', u'title': u'Indian'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",40.5739434169,-74.3239395368,(732) 283-0002,15480.8521389,Dn3nbJIoVbu8_em9aekocg,https://s3-media2.fl.yelpcdn.com/bphoto/whV13ex6XpLpaxk12kUSCQ/o.jpg,False,1326 Oak Tree Rd,,,Iselin,US,"[1326 Oak Tree Rd, Iselin, NJ 08830]",NJ,8830,Dimple's Bombaytalk,17322830002.0,$$,3.0,41,[],https://www.yelp.com/biz/dimples-bombaytalk-iselin-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
eat-jersey-city,"[{u'alias': u'delis', u'title': u'Delis'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'breakfast_brunch', u'title': u'Breakfast & Brunch'}]",40.71528,-74.06837,(201) 333-8649,15713.2558265,kZtTrc2bzjKIk8-7gZ6Lbg,https://s3-media1.fl.yelpcdn.com/bphoto/s7AjDSi3jmJieVSQ7q1eMg/o.jpg,False,735 Grand St,,,Jersey City,US,"[735 Grand St, Jersey City, NJ 07304]",NJ,7304,Eat,12013338649.0,$$,2.5,18,[pickup],https://www.yelp.com/biz/eat-jersey-city?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
jersey-mikes-subs-union,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'delis', u'title': u'Delis'}]",40.67721674,-74.2688441609,(908) 687-0187,14851.8876376,gLdT_YSROPWza2qiJ3eETA,https://s3-media2.fl.yelpcdn.com/bphoto/qdlOP9oa5OvX3LlZMaUD_Q/o.jpg,False,1350 Galloping Hill Rd,,,Union,US,"[1350 Galloping Hill Rd, Union, NJ 07083]",NJ,7083,Jersey Mike's Subs,19086870187.0,$$,3.0,22,[],https://www.yelp.com/biz/jersey-mikes-subs-union?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
five-guys-old-bridge,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.449398,-74.301405,(732) 707-4500,20284.149189,Pp_pxEn1vigm5eUqAoffZg,https://s3-media3.fl.yelpcdn.com/bphoto/RaM1caS3S_bV4HSBGZDP1w/o.jpg,False,1114 Rte 9 S,,,Old Bridge,US,"[1114 Rte 9 S, Old Bridge, NJ 08857]",NJ,8857,Five Guys,17327074500.0,$$,4.0,36,[],https://www.yelp.com/biz/five-guys-old-bridge?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
86-grill-and-fried-chicken-union-5,"[{u'alias': u'chicken_wings', u'title': u'Chicken Wings'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7014682,-74.2645624,(908) 349-8122,16604.3596766,9bBpnjOGoW8kIRomReJRzQ,https://s3-media2.fl.yelpcdn.com/bphoto/1EzG_zeUi2WDPojsqC7-Ag/o.jpg,False,1302 Stuyvesant Ave,,,Union,US,"[1302 Stuyvesant Ave, Union, NJ 07083]",NJ,7083,86 Grill and Fried Chicken,19083498122.0,$$,4.0,48,[pickup],https://www.yelp.com/biz/86-grill-and-fried-chicken-union-5?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-80,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'mexican', u'title': u'Mexican'}]",40.7187461853,-74.0020446777,(212) 226-2172,18924.3295164,c8c80FVXGUE7aPGurux3xw,https://s3-media2.fl.yelpcdn.com/bphoto/wAT9ttjWXQKT1mraU7civQ/o.jpg,False,404 Broadway,,,New York,US,"[404 Broadway, New York, NY 10013]",NY,10013,Chipotle Mexican Grill,12122262172.0,$$,3.0,15,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-80?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
five-guys-burgers-and-fries-new-york-23,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.73684,-73.99634,(212) 675-2229,20821.9465428,NdJV5jW2fkInUoSsVS_HLA,https://s3-media1.fl.yelpcdn.com/bphoto/TKqyA4IGB0sW4TivwkvhhQ/o.jpg,False,56 W 14th St,,,New York,US,"[56 W 14th St, New York, NY 10011]",NY,10011,Five Guys Burgers & Fries,12126752229.0,$$,3.0,58,[],https://www.yelp.com/biz/five-guys-burgers-and-fries-new-york-23?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-17,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.722672,-73.997429,(646) 937-5202,19512.5788307,Tzt9Oc2WJGO5y80kIET5qA,https://s3-media2.fl.yelpcdn.com/bphoto/WcLWSTdiCy8g90UgdbqPDA/o.jpg,False,71 Spring St,,,New York,US,"[71 Spring St, New York, NY 10012]",NY,10012,Chipotle Mexican Grill,16469375202.0,$$,2.5,73,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-17?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-brooklyn-10,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6929249377,-73.9701509848,(718) 855-3517,18755.9711508,h94_F0reiSFE-8jFRA8tBA,https://s3-media1.fl.yelpcdn.com/bphoto/VL4HuKQegx2bFm6Ez5fMlQ/o.jpg,False,394 Myrtle Ave,,,Brooklyn,US,"[394 Myrtle Ave, Brooklyn, NY 11205]",NY,11205,Chipotle Mexican Grill,17188553517.0,$$,2.5,30,[],https://www.yelp.com/biz/chipotle-mexican-grill-brooklyn-10?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wabi-sabi-newark,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6960410153,-74.1789426745,,12725.4965773,hZXnd5rdkSZo58dg6coeag,https://s3-media2.fl.yelpcdn.com/bphoto/k15niHI6vUFDzTJNAcANkg/o.jpg,False,Gates 122-132 Terminal C,,,Newark,US,"[Gates 122-132 Terminal C, Newark, NJ 07114]",NJ,7114,Wabi Sabi,,$$,2.0,46,[],https://www.yelp.com/biz/wabi-sabi-newark?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
cheesequake-travel-plaza-south-amboy,"[{u'alias': u'servicestations', u'title': u'Gas Stations'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.4664881739,-74.2891546765,(732) 525-0306,18183.6164618,52QNawz3XtTOnigb2wCPrg,https://s3-media4.fl.yelpcdn.com/bphoto/z0IUyCuwz-O70KJffCLrVw/o.jpg,False,Garden State Pkwy,,,South Amboy,US,"[Garden State Pkwy, South Amboy, NJ 08879]",NJ,8879,Cheesequake Travel Plaza,17325250306.0,$$,3.0,34,[],https://www.yelp.com/biz/cheesequake-travel-plaza-south-amboy?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
popeyes-louisiana-kitchen-brooklyn-2,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",40.57814,-73.96033,(718) 975-2995,15294.9080757,REh21Nm_OO4Z5uJpaKOtww,https://s3-media3.fl.yelpcdn.com/bphoto/3HL31EIUqWpJOa6pEJ1gpw/o.jpg,False,709 Brighton Beach Ave,,,Brooklyn,US,"[709 Brighton Beach Ave, Brooklyn, NY 11235]",NY,11235,Popeyes Louisiana Kitchen,17189752995.0,$$,2.0,6,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-brooklyn-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
south-philly-steak-and-fries-newark,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",40.6984367371,-74.1698303223,(973) 622-5243,12580.715871,8fnZWGyo1LPFkTujsUNCpw,https://s3-media3.fl.yelpcdn.com/bphoto/-oRl7_T0kk7PK3d_s2wXlQ/o.jpg,False,Newark Liberty International Airport Ewr,,Terminal C,Newark,US,"[Newark Liberty International Airport Ewr, Terminal C, Newark, NJ 07114]",NJ,7114,South Philly Steak & Fries,19736225243.0,$$,2.0,22,[],https://www.yelp.com/biz/south-philly-steak-and-fries-newark?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
moghul-express-edison,"[{u'alias': u'indpak', u'title': u'Indian'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.5734421151,-74.3412646589,(732) 549-6222,16943.8888093,GYjzYkKzozY0ohhOU7XqZg,https://s3-media2.fl.yelpcdn.com/bphoto/cTNR-ckLrJrbv5t5UOdNtQ/o.jpg,False,1670-A Oak Tree Rd,,,Edison,US,"[1670-A Oak Tree Rd, Edison, NJ 08820]",NJ,8820,Moghul Express,17325496222.0,$$,3.5,82,[],https://www.yelp.com/biz/moghul-express-edison?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-73,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.710725983,-74.0161949226,(212) 267-3818,17493.0479039,nsPDmDEn539AqQZpj2KrsA,https://s3-media1.fl.yelpcdn.com/bphoto/JOXAHNKG_9RcfEV0CNko5w/o.jpg,False,325 S  End Ave,,,New York,US,"[325 S  End Ave, New York, NY 10280]",NY,10280,Chipotle Mexican Grill,12122673818.0,$$,2.0,26,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-73?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-11,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7097511292,-74.0069122314,(212) 964-0435,17892.2209525,rb84INY9Uk1_S4vHCdPXLQ,https://s3-media3.fl.yelpcdn.com/bphoto/vU4yjhwYWcbJgirlE6OGog/o.jpg,False,111 Fulton St,,,New York,US,"[111 Fulton St, New York, NY 10038]",NY,10038,Chipotle Mexican Grill,12129640435.0,$$,3.0,90,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-11?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-57,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.73996,-73.98508,(212) 673-6904,21664.1408347,y66xYcgKuEq_D10fCyl8pw,https://s3-media3.fl.yelpcdn.com/bphoto/41Go13A8rRDpmbM9MKmavQ/o.jpg,False,125 E 23rd St,,,New York,US,"[125 E 23rd St, New York, NY 10010]",NY,10010,Chipotle Mexican Grill,12126736904.0,$$,3.0,112,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-57?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-40,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7146416,-74.0063629,(212) 385-3506,18337.2012213,PONtyQEKPROcBbnp4oZXTQ,https://s3-media2.fl.yelpcdn.com/bphoto/UBFhMXMyghbsl-6SxUqNSg/o.jpg,False,281 Broadway,,,New York,US,"[281 Broadway, New York, NY 10007]",NY,10007,Chipotle Mexican Grill,12123853506.0,$$,3.0,43,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-40?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-newark-14,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.72659,-74.17302,(973) 643-0810,15957.5890859,8ndVdwDsdyq0DUrLmiqPEg,https://s3-media2.fl.yelpcdn.com/bphoto/QfoRw0bgyXihD-moSlw_xw/o.jpg,False,561 Mccarter Hwy,,,Newark,US,"[561 Mccarter Hwy, Newark, NJ 07102]",NJ,7102,McDonald's,19736430810.0,$$,1.5,8,[],https://www.yelp.com/biz/mcdonalds-newark-14?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-brooklyn-12,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6935204981,-73.9864610787,(917) 246-4060,17763.3421369,PcYk7wz_SINkWuLNwfEzHA,https://s3-media2.fl.yelpcdn.com/bphoto/8wyxVa1BwVJiuD0YACzlXA/o.jpg,False,One Metrotech Ctr,,,Brooklyn,US,"[One Metrotech Ctr, Brooklyn, NY 11201]",NY,11201,Chipotle Mexican Grill,19172464060.0,$$,2.5,93,[],https://www.yelp.com/biz/chipotle-mexican-grill-brooklyn-12?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-64,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7259231998,-73.996574739,(646) 998-9464,19840.6994617,W9T7Meu3Q4VmF1Xrxt6EKw,https://s3-media3.fl.yelpcdn.com/bphoto/FkT6-q5VYiVdiSynI0O0ZQ/o.jpg,False,625 Broadway,,,New York,US,"[625 Broadway, New York, NY 10012]",NY,10012,Chipotle Mexican Grill,16469989464.0,$$,2.5,45,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-64?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
burger-king-s-amboy-2,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.4611907154,-74.2957413197,(732) 721-9728,18887.4494943,M0IwVYAtal8400Q6JqhpDg,https://s3-media3.fl.yelpcdn.com/bphoto/I6YznME2b1i_8Kig7fMpTA/o.jpg,False,960 US Hwy 9,,,S Amboy,US,"[960 US Hwy 9, S Amboy, NJ 08879]",NJ,8879,Burger King,17327219728.0,$$,2.0,7,[],https://www.yelp.com/biz/burger-king-s-amboy-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
